"","period","year","month","date","label","account","account_label","account_generic","account_subcategory","account_category","account_statement","value"
"3706","2049-08",2049,8,2049-08-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-195.57
"3707","2049-08",2049,8,2049-08-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3708","2049-09",2049,9,2049-09-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4828.45
"3709","2049-09",2049,9,2049-09-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4828.45
"3710","2049-09",2049,9,2049-09-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",171.55
"3711","2049-09",2049,9,2049-09-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",171.55
"3712","2049-09",2049,9,2049-09-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4828.45
"3713","2049-09",2049,9,2049-09-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-171.55
"3714","2049-09",2049,9,2049-09-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3715","2049-10",2049,10,2049-10-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4852.59
"3716","2049-10",2049,10,2049-10-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4852.59
"3717","2049-10",2049,10,2049-10-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",147.41
"3718","2049-10",2049,10,2049-10-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",147.41
"3719","2049-10",2049,10,2049-10-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4852.59
"3720","2049-10",2049,10,2049-10-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-147.41
"3721","2049-10",2049,10,2049-10-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3722","2049-11",2049,11,2049-11-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4876.85
"3723","2049-11",2049,11,2049-11-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4876.85
"3724","2049-11",2049,11,2049-11-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",123.15
"3725","2049-11",2049,11,2049-11-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",123.15
"3726","2049-11",2049,11,2049-11-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4876.85
"3727","2049-11",2049,11,2049-11-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-123.15
"3728","2049-11",2049,11,2049-11-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3729","2049-12",2049,12,2049-12-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4901.24
"3730","2049-12",2049,12,2049-12-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4901.24
"3731","2049-12",2049,12,2049-12-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",98.76
"3732","2049-12",2049,12,2049-12-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",98.76
"3733","2049-12",2049,12,2049-12-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4901.24
"3734","2049-12",2049,12,2049-12-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-98.76
"3735","2049-12",2049,12,2049-12-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3736","2050-01",2050,1,2050-01-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4925.74
"3737","2050-01",2050,1,2050-01-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4925.74
"3738","2050-01",2050,1,2050-01-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",74.26
"3739","2050-01",2050,1,2050-01-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",74.26
"3740","2050-01",2050,1,2050-01-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4925.74
"3741","2050-01",2050,1,2050-01-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-74.26
"3742","2050-01",2050,1,2050-01-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3743","2050-02",2050,2,2050-02-28,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4950.37
"3744","2050-02",2050,2,2050-02-28,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4950.37
"3745","2050-02",2050,2,2050-02-28,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",49.63
"3746","2050-02",2050,2,2050-02-28,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",49.63
"3747","2050-02",2050,2,2050-02-28,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4950.37
"3748","2050-02",2050,2,2050-02-28,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-49.63
"3749","2050-02",2050,2,2050-02-28,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3750","2050-03",2050,3,2050-03-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",4975.12
"3751","2050-03",2050,3,2050-03-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-4975.12
"3752","2050-03",2050,3,2050-03-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",24.88
"3753","2050-03",2050,3,2050-03-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",24.88
"3754","2050-03",2050,3,2050-03-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-4975.12
"3755","2050-03",2050,3,2050-03-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-24.88
"3756","2050-03",2050,3,2050-03-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"3757","2020-03",2020,3,2020-03-18,"mortage contracted on 2020-03-18",10300,"cash - financing","cash","current assets","assets","balance sheet",166677.84
"3758","2020-03",2020,3,2020-03-18,"mortage contracted on 2020-03-18",26200,"mortages","long term debt","long term debt","liabilities","balance sheet",166677.84
"3759","2020-04",2020,4,2020-04-30,"reimbursment of the mortage contracted on 2020-03-18",26200,"mortages","long term debt","long term debt","liabilities","balance sheet",-1100
"3760","2020-04",2020,4,2020-04-30,"reimbursment of the mortage contracted on 2020-03-18",10300,"cash - financing","cash","current assets","assets","balance sheet",-1100
"3761","2020-04",2020,4,2020-04-30,"interest on the mortage contracted on 2020-03-18",66200,"interest expenses - mortgages","interest expenses","operating expenses","operating expenses","income statement",694.49
"3762","2020-04",2020,4,2020-04-30,"interest on the mortage contracted on 2020-03-18",10100,"cash - operations","cash","current assets","assets","balance sheet",-694.49
"3763","2020-05",2020,5,2020-05-31,"reimbursment of the mortage contracted on 2020-03-18",26200,"mortages","long term debt","long term debt","liabilities","balance sheet",-1100
"3764","2020-05",2020,5,2020-05-31,"reimbursment of the mortage contracted on 2020-03-18",10300,"cash - financing","cash","current assets","assets","balance sheet",-1100
"3765","2020-05",2020,5,2020-05-31,"interest on the mortage contracted on 2020-03-18",66200,"interest expenses - mortgages","interest expenses","operating expenses","operating expenses","income statement",692.8
